,artist,song_title,album,genres,lyrics,clean_lyrics,token,sentiment,score
86,Lor,Out Of My League,Movie Star,yogyakarta indie,"[Verse 1]Here she comes again, like good medicine Every step she takes, my blood is flowing Her legs go on and on for days She's got a hold of me I need the remedy Just to hold her would, be a cure for me I can't keep going on this way (I gotta get away, I gotta get away)[Pre-Chorus]She's at the top of her game She don't know my name The future's looking weak She's out of my league[Chorus]Look out (Hey), she'll tear your heart out Look out (Hey), she'll rock your world there's no doubt She comes and goes when she wants to I'll do anything she wanted me to (Wanted me to)Who would blame me, with legs like that[Verse 2]Here she comes again, she makes me wanna sin My heart stops when I think about her coming Her legs go on and on for days (On and on and on and on)She's got a hold on me It's a tragedy That I would never get a chance to have her close to me When she moves, she takes my breath away (She moves and she moves and she moves)",comes like good medicine every step takes blood flowing legs go days got hold need remedy hold would cure keep going way gotta get away gotta get away top game know name future looking weak league look hey tear heart look hey rock world doubt comes goes wants anything wanted wanted would blame legs like comes makes wanna sin heart stops think coming legs go days got hold tragedy would never get chance close moves takes breath away moves moves moves,"['comes', 'like', 'good', 'medicine', 'every', 'step', 'takes', 'blood', 'flowing', 'legs', 'go', 'days', 'got', 'hold', 'need', 'remedy', 'hold', 'would', 'cure', 'keep', 'going', 'way', 'got', 'ta', 'get', 'away', 'got', 'ta', 'get', 'away', 'top', 'game', 'know', 'name', 'future', 'looking', 'weak', 'league', 'look', 'hey', 'tear', 'heart', 'look', 'hey', 'rock', 'world', 'doubt', 'comes', 'goes', 'wants', 'anything', 'wanted', 'wanted', 'would', 'blame', 'legs', 'like', 'comes', 'makes', 'wan', 'na', 'sin', 'heart', 'stops', 'think', 'coming', 'legs', 'go', 'days', 'got', 'hold', 'tragedy', 'would', 'never', 'get', 'chance', 'close', 'moves', 'takes', 'breath', 'away', 'moves', 'moves', 'moves']",netral,0.4760022759437561
87,Hindia,Masalah Masa Depan,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik ""Masalah Masa Depan""][Verse 1]Ku tak cukup pintar 'tuk bicarakan uang Ku tak cukup peka 'tuk bicarakan alam Tak cukup bijak 'tuk bicarakan orang Pikiranku bertandang, jauh dari sekarang[Pre-Chorus](Yang kutahu besok hancur berantakan)Seperti kata orang pintar macam Gita Wirjawan(Dan kutahu siapa untuk disalahkan)Masalah masa depan, biar mereka bereskan[Chorus]Berdiri di penghujung buku, gemetar lututku, tersisa ragu Berlindung di belakang tawa, di dalam hati tersisa ragu Hari ini apa yang lucu? Jutaan cara 'tuk batin yang gagu Berdiri di akhir dunia, di minggu ini tersisa ragu[Verse 2]Lawan resesi modalku hanya pas-pasan Lawan emisi pun aku hanya figuran Tak cukup penting 'tuk bikin perubahan Nasibku tak karuan, tidak digenggam tangan",ku pintar tuk bicara uang ku peka tuk bicara alam bijak tuk bicara orang pikir tandang tahu besok hancur beranta orang pintar gita wirjawan tahu salah biar beres diri hujung buku gemetar lutut sisa ragu lindung tawa hati sisa ragu lucu juta tuk batin gagu diri dunia minggu sisa ragu lawan resesi modal pas pas lawan emisi figuran tuk bikin ubah nasib karuan genggam tangan,"['ku', 'pintar', 'tuk', 'bicara', 'uang', 'ku', 'peka', 'tuk', 'bicara', 'alam', 'bijak', 'tuk', 'bicara', 'orang', 'pikir', 'tandang', 'tahu', 'besok', 'hancur', 'beranta', 'orang', 'pintar', 'gita', 'wirjawan', 'tahu', 'salah', 'biar', 'beres', 'diri', 'hujung', 'buku', 'gemetar', 'lutut', 'sisa', 'ragu', 'lindung', 'tawa', 'hati', 'sisa', 'ragu', 'lucu', 'juta', 'tuk', 'batin', 'gagu', 'diri', 'dunia', 'minggu', 'sisa', 'ragu', 'lawan', 'resesi', 'modal', 'pas', 'pas', 'lawan', 'emisi', 'figuran', 'tuk', 'bikin', 'ubah', 'nasib', 'karuan', 'genggam', 'tangan']",negatif,0.9938610792160034
88,.Feast,Dapur Keluarga,Uang Muka,indonesian indie,"[Verse 1]Tidak ada yang tidak untuk sang anak Si bungsu lantas bahagia dapat HP Boba Ibu senyum lalu berbisik “Uang dari mana?”Kamu pendengar tak perlu tahu bagaimana Sejauh apa aku mau berusaha?Setakut apa diriku dengan akhirat?Hilangkah dosanya jika ada yang kuzakat?Bolehkah jika demi anakku naik tingkat? [Pre-Chorus]Ingin kucerita tapi dapur keluarga Gatal bicara tapi bukan urusan kita Aku takut ternyata itu rahasiamu Juga ku takut aku nanti begitu [Chorus]Sebut-sebut namaku dalam akunmu Kritik kata-kataku yang semu Karena kucari nafkah dari kejahatan Kucari makan dari kelaparan Hidup matimu ada dalam tanganku Menemukan harta karena kehilangan Aku tak takut karma, tidak takut neraka Tak bisa dipidana, semua demi keluarga [Bridge]Ingin kucerita tapi dapur keluarga Gatal bicara tapi bukan urusan kita Aku takut ternyata itu rahasiamu Repot jika berhadapan dengan ayahmu Ingin cerita namun pasti ada yang tersinggung Karena sampai sekarang merasa agung Benar percaya bersih atau pura-pura tak tahu Dan mungkin aku begitu [Chorus]Sebut-sebut namaku dalam akunmu Kritik kata-kataku yang semu Karena kucari nafkah dari kejahatan Kucari makan dari kelaparan Hidup matimu ada dalam tanganku Menemukan harta karena kehilangan Aku tak takut karma, tidak takut neraka Tak bisa dipidana, semua demi keluarga [Outro]Sebut-sebut namaku dalam akunmu Kritik kata-kataku yang semu Karena kucari nafkah dari kejahatan Kucari makan dari kelaparan Hidup matimu ada dalam tanganku Menemukan harta karena kehilangan Aku tak takut karma, tidak takut neraka Tak bisa dipidana, semua demi keluarga",sang anak si bungsu lantas bahagia hp boba senyum bisik uang dengar usaha takut diri akhirat hilang dosa zakat anak tingkat cerita dapur keluarga gatal bicara urus takut rahasia ku takut nama akun kritik kata semu cari nafkah jahat cari makan lapar hidup mati tangan temu harta hilang takut karma takut neraka pidana keluarga bridge cerita dapur keluarga gatal bicara urus takut rahasia repot hadap ayah cerita singgung agung percaya bersih pura pura nama akun kritik kata semu cari nafkah jahat cari makan lapar hidup mati tangan temu harta hilang takut karma takut neraka pidana keluarga outro nama akun kritik kata semu cari nafkah jahat cari makan lapar hidup mati tangan temu harta hilang takut karma takut neraka pidana keluarga,"['sang', 'anak', 'si', 'bungsu', 'lantas', 'bahagia', 'hp', 'boba', 'senyum', 'bisik', 'uang', 'dengar', 'usaha', 'takut', 'diri', 'akhirat', 'hilang', 'dosa', 'zakat', 'anak', 'tingkat', 'cerita', 'dapur', 'keluarga', 'gatal', 'bicara', 'urus', 'takut', 'rahasia', 'ku', 'takut', 'nama', 'akun', 'kritik', 'kata', 'semu', 'cari', 'nafkah', 'jahat', 'cari', 'makan', 'lapar', 'hidup', 'mati', 'tangan', 'temu', 'harta', 'hilang', 'takut', 'karma', 'takut', 'neraka', 'pidana', 'keluarga', 'bridge', 'cerita', 'dapur', 'keluarga', 'gatal', 'bicara', 'urus', 'takut', 'rahasia', 'repot', 'hadap', 'ayah', 'cerita', 'singgung', 'agung', 'percaya', 'bersih', 'pura', 'pura', 'nama', 'akun', 'kritik', 'kata', 'semu', 'cari', 'nafkah', 'jahat', 'cari', 'makan', 'lapar', 'hidup', 'mati', 'tangan', 'temu', 'harta', 'hilang', 'takut', 'karma', 'takut', 'neraka', 'pidana', 'keluarga', 'outro', 'nama', 'akun', 'kritik', 'kata', 'semu', 'cari', 'nafkah', 'jahat', 'cari', 'makan', 'lapar', 'hidup', 'mati', 'tangan', 'temu', 'harta', 'hilang', 'takut', 'karma', 'takut', 'neraka', 'pidana', 'keluarga']",negatif,0.9953662157058716
89,Nadin Amizah,Ah,"Untuk Dunia, Cinta, dan Kotornya",indonesian pop,"[Lirik ""Ah""][Verse 1]Akhirnya cinta Yang tak menguras mata Penungguan lama yang terbayar Beribu lautan yang kulayar sebelummu[Verse 2]Akal kubilang Pasti ini yang kudambakan Masa depan mungil atau mewah Selama denganmu kujalani penuh sumringah[Chorus]Dunia saksinya saat ku rekah Dicinta penuh sehalus seharusnya Aku bersinar saat ku rekah Dicinta penuh sebaik sebaiknya Bahagiaku kau usahakan[Verse 3]Ah, baiknya Tuhan Tak ada doa yang terlewatkan Masih kutitipkan pinta lamaku Untuk bermuara pada sandaran yang ingin aku",cinta uras mata tunggu bayar ibu laut layar belum akal bilang damba mungil mewah dengan jalan penuh sumringah dunia saksi ku rekah cinta penuh halus sinar ku rekah cinta penuh bahagia kau usaha baik tuhan doa lewat titip pinta lama muara sandar,"['cinta', 'uras', 'mata', 'tunggu', 'bayar', 'ibu', 'laut', 'layar', 'belum', 'akal', 'bilang', 'damba', 'mungil', 'mewah', 'dengan', 'jalan', 'penuh', 'sumringah', 'dunia', 'saksi', 'ku', 'rekah', 'cinta', 'penuh', 'halus', 'sinar', 'ku', 'rekah', 'cinta', 'penuh', 'bahagia', 'kau', 'usaha', 'baik', 'tuhan', 'doa', 'lewat', 'titip', 'pinta', 'lama', 'muara', 'sandar']",positif,0.9906151294708252
90,Yahya,keepyousafe,SOUTH,indonesian lo-fi pop,"[Verse 1]I can't show you how to love yourself But I promise you I'll be the one by your side I won't tell you the truth about love It's so difficult for me Babe, I don't want you to get hurt[Pre-Chorus]When I first met you I knew that we can be Together forever Night we spent so long Until you're asleep On my lip[Chorus]'Cause I, I've Been waiting For this so long, oh, long And I, IWill always keep you safe[Verse 2]If we ever get into a fight Listen to me, babe Don't let it take over us If you miss the way we used to be Put us on thе phone, instead Of you just cryin' all night",show love promise one side tell truth love difficult babe want get hurt first met knew together forever night spent long asleep lip cause waiting long long iwill always keep safe ever get fight listen babe let take us miss way used put us th phone instead cryin night,"['show', 'love', 'promise', 'one', 'side', 'tell', 'truth', 'love', 'difficult', 'babe', 'want', 'get', 'hurt', 'first', 'met', 'knew', 'together', 'forever', 'night', 'spent', 'long', 'asleep', 'lip', 'cause', 'waiting', 'long', 'long', 'iwill', 'always', 'keep', 'safe', 'ever', 'get', 'fight', 'listen', 'babe', 'let', 'take', 'us', 'miss', 'way', 'used', 'put', 'us', 'th', 'phone', 'instead', 'cryin', 'night']",netral,0.6597548723220825
91,Chase Atlantic,GREENGREENGREEN,DON'T TRY THIS,alternative r&b,"[Verse 1]Green trees lighting HDGreen trees, green leaves I do safely yeah Green, green, I can tell that she must hate me Green face, is it jealousy or envy? (Woah)Take green, yeah, they see through Dishes green like a salad, it ain't seafood Different colored pills, I got orange, red, green, blue I would pick green but she wouldn't let me choose, yeah, yeah Green eyes matching green shoes Suicide got me hangin' from a green noose, seem to (Uh)Green lime, green juice Mix it with a lil' vodka, call it Green Goose (Yeah, yeah)[Pre Chorus]You'll see soon I just had to flex, I ain't mean to I ain't mean to Undecided, I can't say...[Chorus]We just hit that green green green where I grew up We smoke trees in the back of the tour bus The green flames in the eyes, they excite me Sent a green text, all she said was, ""Get inside me""I'm sorry Green green where I grew up (Ayy)Pop beans in the back til' you throw up I sip lean on occasion, when my throat's fucked This is just me, make an appetite of most drugs",green trees lighting hdgreen trees green leaves safely green green tell must hate green face jealousy envy woah take green see dishes green like salad seafood different colored pills got orange red green blue would pick green let choose green eyes matching green shoes suicide got hangin green noose seem uh green lime green juice mix lil vodka call green goose see soon flex mean mean undecided say hit green green green grew smoke trees back tour bus green flames eyes excite sent green text said get inside sorry green green grew ayy pop beans back til throw sip lean occasion throat fucked make appetite drugs,"['green', 'trees', 'lighting', 'hdgreen', 'trees', 'green', 'leaves', 'safely', 'green', 'green', 'tell', 'must', 'hate', 'green', 'face', 'jealousy', 'envy', 'woah', 'take', 'green', 'see', 'dishes', 'green', 'like', 'salad', 'seafood', 'different', 'colored', 'pills', 'got', 'orange', 'red', 'green', 'blue', 'would', 'pick', 'green', 'let', 'choose', 'green', 'eyes', 'matching', 'green', 'shoes', 'suicide', 'got', 'hangin', 'green', 'noose', 'seem', 'uh', 'green', 'lime', 'green', 'juice', 'mix', 'lil', 'vodka', 'call', 'green', 'goose', 'see', 'soon', 'flex', 'mean', 'mean', 'undecided', 'say', 'hit', 'green', 'green', 'green', 'grew', 'smoke', 'trees', 'back', 'tour', 'bus', 'green', 'flames', 'eyes', 'excite', 'sent', 'green', 'text', 'said', 'get', 'inside', 'sorry', 'green', 'green', 'grew', 'ayy', 'pop', 'beans', 'back', 'til', 'throw', 'sip', 'lean', 'occasion', 'throat', 'fucked', 'make', 'appetite', 'drugs']",positif,0.7369350790977478
92,Hindia,Satu Hari Lagi,Lagipula Hidup Akan Berakhir,indonesian pop,"[Lirik “Satu Hari Lagi”][Verse 1]Lima juta lagi untuk botol minum keras Tiga juta kosmetik dalam game terus kukuras Hanya segelintir uang yang terus keluar deras Ku sekarang bernafas, tanpa tujuan jelas[Verse 2]Karena tak ada lagi yang kucari di sini Mimpi menjadi besar tak menggiurkan lagi Anganku hanya sampai sejauh tanah sendiri Hanya ingin mengeluh, tak bisa bijak lagi[Pre-Chorus]Jujur, aku sangat beruntung Selalu hidup cukup, tak bisa lagi ku bernyanyi seakan ku Mengerti dirimu, hidupmu, lukamu, sakitmu Mulai sekarang, coba kau tanggung itu sendiri Kadang ku merasa terlalu malas untuk berkarya Kurang pantas diriku bergelimang harta Sekali saja ku bicarakan tentang mentalmu kawan Tak setiap hari ku bisa peduli itu, oh kawan[Chorus]Tinggalkan aku di sini Ku hanya mampu menyambung hidup hari per hari Biarkan aku di sini Hanya bisa berpikir ‘tuk satu hari lagi",juta botol minum keras juta kosmetik game kuras gelintir uang deras ku nafas tuju cari mimpi giur angan tanah keluh bijak jujur untung hidup ku nyanyi akan ku erti diri hidup luka sakit coba kau tanggung kadang ku malas karya diri gelimang harta ku bicara mental kawan ku peduli kawan tinggal ku sambung hidup biar pikir tuk,"['juta', 'botol', 'minum', 'keras', 'juta', 'kosmetik', 'game', 'kuras', 'gelintir', 'uang', 'deras', 'ku', 'nafas', 'tuju', 'cari', 'mimpi', 'giur', 'angan', 'tanah', 'keluh', 'bijak', 'jujur', 'untung', 'hidup', 'ku', 'nyanyi', 'akan', 'ku', 'erti', 'diri', 'hidup', 'luka', 'sakit', 'coba', 'kau', 'tanggung', 'kadang', 'ku', 'malas', 'karya', 'diri', 'gelimang', 'harta', 'ku', 'bicara', 'mental', 'kawan', 'ku', 'peduli', 'kawan', 'tinggal', 'ku', 'sambung', 'hidup', 'biar', 'pikir', 'tuk']",negatif,0.7653534412384033
93,MALIQ & D'Essentials,Himalaya,Musik Pop,"indonesian jazz, indonesian pop, indonesian reggae","[Lirik ""Himalaya""][Verse 1]Coba khayalkan sejenak sepuluh tahun nanti hidupmu Coba bayangkan sejenak misalkan ada aku Yang menemani hari demi hari yang tak terhitung Misalkan itu aku yang terakhir untukmu[Pre-Chorus]Untuk itu 'kan kupersembahkan[Chorus]Himalaya bahkan akan aku taklukkan Tanpa cahaya di kegelapan Berbalutkan pelita hatimu Di aku, di aku dan kamu Pastikan kau melihat aku Saat kugapai puncak tertinggi Bersama tujuh warna pelangi[Verse 2]Misalkan semua terjadi meski belum terjadi Sekarang kita renungkan sejenak cara agar semua Bisa terjadi walau kutahu tak semudah itu Tapi coba sekali lagi bayangkan aku",himalaya coba khayal puluh hidup coba bayang tani hitung untuk sembah himalaya takluk cahaya gelap balut pelita hati pasti kau gapai puncak tinggi tujuh warna pelangi renung tahu mudah coba bayang,"['himalaya', 'coba', 'khayal', 'puluh', 'hidup', 'coba', 'bayang', 'tani', 'hitung', 'untuk', 'sembah', 'himalaya', 'takluk', 'cahaya', 'gelap', 'balut', 'pelita', 'hati', 'pasti', 'kau', 'gapai', 'puncak', 'tinggi', 'tujuh', 'warna', 'pelangi', 'renung', 'tahu', 'mudah', 'coba', 'bayang']",positif,0.8999913930892944
94,Fstvlst,Hari Terakhir Peradaban,Hits Kitsch,"indonesian indie, indonesian indie rock, yogyakarta indie","[Lirik ""Hari Terakhir Peradaban""]Dan inilah harinya para wanita Menjadi budak atas kelaminnya Memeluk agama tanpa Tuhan Yang ibadahnya adalah belanja Barbarian bersorban Rantai kuasa yang tiran Maniak perang Brilian dengan citra curian Cendekia pendusta Para bangga berdosa Gila belanja Dan mungkin kamu salah satunya Dan inilah harinya banyak lelaki Menjadi sundal atas ambisi Memeluk agama tanpa Tuhan Yang ibadahnya adalah berperang Barbarian bersorban Rantai kuasa yang tiran Maniak perang Brilian dengan citra curian Cendekia pendusta Para bangga berdosa Gila belanja Dan mungkin aku salah satunya",adab hari wanita budak kelamin peluk agama tuhan ibadah belanja barbarian sorban rantai kuasa tiran maniak perang brilian citra curi cendekia dusta bangga dosa gila belanja salah satu hari lelaki sundal ambisi peluk agama tuhan ibadah perang barbarian sorban rantai kuasa tiran maniak perang brilian citra curi cendekia dusta bangga dosa gila belanja salah satu,"['adab', 'hari', 'wanita', 'budak', 'kelamin', 'peluk', 'agama', 'tuhan', 'ibadah', 'belanja', 'barbarian', 'sorban', 'rantai', 'kuasa', 'tiran', 'maniak', 'perang', 'brilian', 'citra', 'curi', 'cendekia', 'dusta', 'bangga', 'dosa', 'gila', 'belanja', 'salah', 'satu', 'hari', 'lelaki', 'sundal', 'ambisi', 'peluk', 'agama', 'tuhan', 'ibadah', 'perang', 'barbarian', 'sorban', 'rantai', 'kuasa', 'tiran', 'maniak', 'perang', 'brilian', 'citra', 'curi', 'cendekia', 'dusta', 'bangga', 'dosa', 'gila', 'belanja', 'salah', 'satu']",negatif,0.9958544969558716
95,The Adams,Masa-Masa,Agterplaas,"indonesian alternative rock, indonesian indie, indonesian indie rock","Lirik ""Masa-Masa""[Verse 1]Kau selalu ada Untuk tertawa Tak pernah lupa Dan meskipun salah Ikuti saja Karena muda Jiwa remaja[Chorus]Seia sekata bersama-sama Seia sekata hadapi duka Seia sekata canda tawa Masa lalu dan sekarang'Kan kita kenang di masa yang datang[Verse 2]Semangat bicara Hal yang telah lama Masa SMAPerihal yang lucu Waktu ke waktu Yang telah berlalu Liar menggebu",kau tertawa lupa salah ikut muda jiwa remaja seia sekata seia sekata hadap duka seia sekata canda tawa kenang semangat bicara smaperihal lucu liar gebu,"['kau', 'tertawa', 'lupa', 'salah', 'ikut', 'muda', 'jiwa', 'remaja', 'seia', 'sekata', 'seia', 'sekata', 'hadap', 'duka', 'seia', 'sekata', 'canda', 'tawa', 'kenang', 'semangat', 'bicara', 'smaperihal', 'lucu', 'liar', 'gebu']",positif,0.8817539811134338
96,Hindia,Aku Rasa Kita Selamanya,Aku Rasa Kita Selamanya,indonesian pop,"[Lirik ""Aku Rasa Kita Selamanya""][Chorus]Aku rasa kita selamanya Kita abadi, menyala bersama Peganganku saat tak ada yang nyata Andalanku, kawan kau selalu ada[Verse 1]Ingatkah saat kita bermalam habis?Atau saat ku linglung digantung habis?Saat kita bersama melihat matahari terbit di awal hari dari puncak tertinggi?[Pre-Chorus]Memoriku semua terisi penuh Kau di situ selalu, tak pernah jenuh Maafkan aku jika sering mengeluh, ku mau kau trus di sini, temani aku lagi, sekarang dan sampai nanti[Chorus]Aku rasa kita selamanya Kita abadi, menyala bersama Peganganku saat tak ada yang nyata Andalanku, kawan kau selalu ada[Verse 2]Ingatkah saat kita terjebak total?Seakan cuaca simpan dendam fatal Juga segala cerita dan persoalan, tiap bulan dan tanggal, tanpamu akan janggal",abadi nyala pegang nyata andal kawan kau ingat malam habis ku linglung gantung habis matahari terbit puncak tinggi memori isi penuh kau situ jenuh maaf keluh ku kau trus teman abadi nyala pegang nyata andal kawan kau ingat jebak total akan cuaca simpan dendam fatal cerita tanggal tanpa janggal,"['abadi', 'nyala', 'pegang', 'nyata', 'andal', 'kawan', 'kau', 'ingat', 'malam', 'habis', 'ku', 'linglung', 'gantung', 'habis', 'matahari', 'terbit', 'puncak', 'tinggi', 'memori', 'isi', 'penuh', 'kau', 'situ', 'jenuh', 'maaf', 'keluh', 'ku', 'kau', 'trus', 'teman', 'abadi', 'nyala', 'pegang', 'nyata', 'andal', 'kawan', 'kau', 'ingat', 'jebak', 'total', 'akan', 'cuaca', 'simpan', 'dendam', 'fatal', 'cerita', 'tanggal', 'tanpa', 'janggal']",negatif,0.9914690256118774
97,Ali,"Dance, Habibi",Malaka,indonesian indie,"[Intro]Ey, Holm, is this you, yeah?Linka med Jack, vi whippar en till[Vers 1: Biggie Juke]Min slime har vart aktiv, tio kassar fraktas i taxin Denna bagen är massiv, 0,8 skickas för laxing Jag pushar runt alltid, sedelbunten är oftast krallig Packar varor i Audin, mask off när han trycker i Saudi Jag vaknat i ett hell, 6ickest, han sitter i cell Jiggz har precis kommit hem, snuten är på oss, men det lugnt, min vän Jag glider med gäten i bilen, Air Max 90, det franska stilen Jag kokar upp värsta dealen, Biggie Juke körde över dealen[Refräng: 2.clock & Biggie Juke]We don't dance (We don't dance)We don't dance, habibi, det är diamonds dancing De alla är barn och vi alla är dons (Fattar du?)Jag har ryggen rak, brorsan, redo att trycka av (Grr, pow; Ah)Baby, we don't dance, baby, we don't dance Kontakter löser glans, Cartiers straight from France Gangsters skriver bars, oppsen byter cars I klubben fullt med stars, baby, we don't dance[Vers 2: 2.clock]Baby, we don't dance Jag svär det är fucked up, aina de spanar och vaktar Free Token, akhi, han är locked up Jag har vart G sen barn Puffran den är eftertraktad, skjuter sen jag laddar Va inte den som bara tackar, aha Röker på en lalala (Lalala)Dyker upp, får dig att falla-la Young G trycker på en scooter, har bandana (Bandana)Det är kall ute, hära kulor från bananas",ey holm linka med jack vi whippar en till vers biggie juke min slime har vart aktiv tio kassar fraktas taxin denna bagen r massiv skickas f r laxing jag pushar runt alltid sedelbunten r oftast krallig packar varor audin mask n r han trycker saudi jag vaknat ett hell ickest han sitter cell jiggz har precis kommit hem snuten r p oss men det lugnt min v n jag glider med g ten bilen air max det franska stilen jag kokar upp v rsta dealen biggie juke k rde ver dealen refr ng clock biggie juke dance dance dance habibi det r diamonds dancing de alla r barn och vi alla r dons fattar du jag har ryggen rak brorsan redo att trycka av grr pow baby dance baby dance kontakter l ser glans cartiers straight france gangsters skriver bars oppsen byter cars klubben fullt med stars baby dance vers clock baby dance jag sv r det r fucked aina de spanar och vaktar free token akh han r locked jag har vart g sen barn puffran den r eftertraktad skjuter sen jag laddar va inte den som bara tackar aha r ker p en lalala lalala dyker upp f r dig att falla young g trycker p en scooter har bandana bandana det r kall ute h ra lor fr n bananas,"['ey', 'holm', 'linka', 'med', 'jack', 'vi', 'whippar', 'en', 'till', 'vers', 'biggie', 'juke', 'min', 'slime', 'har', 'vart', 'aktiv', 'tio', 'kassar', 'fraktas', 'taxin', 'denna', 'bagen', 'r', 'massiv', 'skickas', 'f', 'r', 'laxing', 'jag', 'pushar', 'runt', 'alltid', 'sedelbunten', 'r', 'oftast', 'krallig', 'packar', 'varor', 'audin', 'mask', 'n', 'r', 'han', 'trycker', 'saudi', 'jag', 'vaknat', 'ett', 'hell', 'ickest', 'han', 'sitter', 'cell', 'jiggz', 'har', 'precis', 'kommit', 'hem', 'snuten', 'r', 'p', 'oss', 'men', 'det', 'lugnt', 'min', 'v', 'n', 'jag', 'glider', 'med', 'g', 'ten', 'bilen', 'air', 'max', 'det', 'franska', 'stilen', 'jag', 'kokar', 'upp', 'v', 'rsta', 'dealen', 'biggie', 'juke', 'k', 'rde', 'ver', 'dealen', 'refr', 'ng', 'clock', 'biggie', 'juke', 'dance', 'dance', 'dance', 'habibi', 'det', 'r', 'diamonds', 'dancing', 'de', 'alla', 'r', 'barn', 'och', 'vi', 'alla', 'r', 'dons', 'fattar', 'du', 'jag', 'har', 'ryggen', 'rak', 'brorsan', 'redo', 'att', 'trycka', 'av', 'grr', 'pow', 'baby', 'dance', 'baby', 'dance', 'kontakter', 'l', 'ser', 'glans', 'cartiers', 'straight', 'france', 'gangsters', 'skriver', 'bars', 'oppsen', 'byter', 'cars', 'klubben', 'fullt', 'med', 'stars', 'baby', 'dance', 'vers', 'clock', 'baby', 'dance', 'jag', 'sv', 'r', 'det', 'r', 'fucked', 'aina', 'de', 'spanar', 'och', 'vaktar', 'free', 'token', 'akh', 'han', 'r', 'locked', 'jag', 'har', 'vart', 'g', 'sen', 'barn', 'puffran', 'den', 'r', 'eftertraktad', 'skjuter', 'sen', 'jag', 'laddar', 'va', 'inte', 'den', 'som', 'bara', 'tackar', 'aha', 'r', 'ker', 'p', 'en', 'lalala', 'lalala', 'dyker', 'upp', 'f', 'r', 'dig', 'att', 'falla', 'young', 'g', 'trycker', 'p', 'en', 'scooter', 'har', 'bandana', 'bandana', 'det', 'r', 'kall', 'ute', 'h', 'ra', 'lor', 'fr', 'n', 'bananas']",netral,0.9572290778160095
98,Jenny,Matimuda,Manifesto,"indonesian indie, indonesian indie rock, yogyakarta indie",Berbaris-baris dan bersiaplah Bersiap-siap siapkah jawaban Sambutlah sambut sebuah Istilah universal untuk akhiran Nyala takkan terlalu lama Padam akan datang lebih segera Jika harus jadi maka jadilah Jika harus mati maka matilah Semoga matimu matimuda Semoga matiku matimuda Hidup tak perlu terlalu lama Jika dosa yang berkuasa Jika harus mati maka matilah Jika harus kini maka sekaranglah,bar baris siap siap sambut sambut istilah universal akhir nyala tak padam mati mati moga mati matimuda moga mati matimuda hidup dosa kuasa mati mati sekarang,"['bar', 'baris', 'siap', 'siap', 'sambut', 'sambut', 'istilah', 'universal', 'akhir', 'nyala', 'tak', 'padam', 'mati', 'mati', 'moga', 'mati', 'matimuda', 'moga', 'mati', 'matimuda', 'hidup', 'dosa', 'kuasa', 'mati', 'mati', 'sekarang']",negatif,0.9941298961639404
